state,district,month,child_enrolments,adult_enrolments,total_enrolments
Madhya Pradesh,Dhar,2025-02,1027.0,1048.0,2075.0
Madhya Pradesh,Dhar,2025-03,918.0,1099.0,2017.0
Madhya Pradesh,Dhar,2025-04,402.0,497.0,899.0
Madhya Pradesh,Dhar,2025-05,380.0,501.0,881.0
Madhya Pradesh,Dhar,2025-06,670.0,778.0,1448.0
Madhya Pradesh,Dhar,2025-07,324.0,320.0,644.0
Madhya Pradesh,Dhar,2025-08,750.0,927.0,1677.0
Madhya Pradesh,Dhar,2025-09,831.0,1037.0,1868.0
Madhya Pradesh,Dhar,2025-10,625.0,714.0,1339.0
Madhya Pradesh,Dhar,2025-11,835.0,1009.0,1844.0
Madhya Pradesh,Dhar,2025-12,910.0,971.0,1881.0
Madhya Pradesh,Dindori,2025-01,25969.0,21602.0,47571.0
Madhya Pradesh,Dindori,2025-02,465.0,378.0,843.0
Madhya Pradesh,Dindori,2025-03,463.0,354.0,817.0
Madhya Pradesh,Dindori,2025-04,301.0,295.0,596.0
Madhya Pradesh,Dindori,2025-05,212.0,184.0,396.0
Madhya Pradesh,Dindori,2025-06,344.0,236.0,580.0
Madhya Pradesh,Dindori,2025-07,150.0,123.0,273.0
Madhya Pradesh,Dindori,2025-08,424.0,326.0,750.0
Madhya Pradesh,Dindori,2025-09,407.0,376.0,783.0
Madhya Pradesh,Dindori,2025-10,448.0,291.0,739.0
Madhya Pradesh,Dindori,2025-11,373.0,304.0,677.0
Madhya Pradesh,Dindori,2025-12,368.0,284.0,652.0
Madhya Pradesh,East Nimar,2025-01,7579.0,20408.0,27987.0
Madhya Pradesh,East Nimar,2025-02,153.0,535.0,688.0
Madhya Pradesh,East Nimar,2025-03,152.0,470.0,622.0
Madhya Pradesh,East Nimar,2025-04,78.0,338.0,416.0
Madhya Pradesh,East Nimar,2025-05,68.0,240.0,308.0
Madhya Pradesh,East Nimar,2025-06,136.0,312.0,448.0
Madhya Pradesh,East Nimar,2025-07,61.0,218.0,279.0
Madhya Pradesh,East Nimar,2025-08,120.0,359.0,479.0
Madhya Pradesh,East Nimar,2025-09,161.0,600.0,761.0
Madhya Pradesh,East Nimar,2025-10,109.0,373.0,482.0
Madhya Pradesh,East Nimar,2025-11,151.0,488.0,639.0
Madhya Pradesh,East Nimar,2025-12,101.0,424.0,525.0
Madhya Pradesh,Guna,2025-01,67058.0,35893.0,102951.0
Madhya Pradesh,Guna,2025-02,752.0,836.0,1588.0
Madhya Pradesh,Guna,2025-03,573.0,725.0,1298.0
Madhya Pradesh,Guna,2025-04,669.0,725.0,1394.0
Madhya Pradesh,Guna,2025-05,323.0,421.0,744.0
Madhya Pradesh,Guna,2025-06,474.0,663.0,1137.0
Madhya Pradesh,Guna,2025-07,248.0,326.0,574.0
Madhya Pradesh,Guna,2025-08,821.0,1065.0,1886.0
Madhya Pradesh,Guna,2025-09,708.0,871.0,1579.0
Madhya Pradesh,Guna,2025-10,526.0,697.0,1223.0
Madhya Pradesh,Guna,2025-11,634.0,699.0,1333.0
Madhya Pradesh,Guna,2025-12,699.0,863.0,1562.0
Madhya Pradesh,Gwalior,2025-01,48882.0,39764.0,88646.0
Madhya Pradesh,Gwalior,2025-02,1155.0,943.0,2098.0
Madhya Pradesh,Gwalior,2025-03,1092.0,938.0,2030.0
Madhya Pradesh,Gwalior,2025-04,935.0,790.0,1725.0
Madhya Pradesh,Gwalior,2025-05,596.0,476.0,1072.0
Madhya Pradesh,Gwalior,2025-06,1079.0,691.0,1770.0
Madhya Pradesh,Gwalior,2025-07,469.0,372.0,841.0
Madhya Pradesh,Gwalior,2025-08,965.0,867.0,1832.0
Madhya Pradesh,Gwalior,2025-09,1151.0,918.0,2069.0
Madhya Pradesh,Gwalior,2025-10,854.0,597.0,1451.0
Madhya Pradesh,Gwalior,2025-11,1071.0,835.0,1906.0
Madhya Pradesh,Gwalior,2025-12,1031.0,884.0,1915.0
Madhya Pradesh,Harda,2025-01,14649.0,13185.0,27834.0
Madhya Pradesh,Harda,2025-02,297.0,321.0,618.0
Madhya Pradesh,Harda,2025-03,247.0,319.0,566.0
Madhya Pradesh,Harda,2025-04,188.0,289.0,477.0
Madhya Pradesh,Harda,2025-05,88.0,127.0,215.0
Madhya Pradesh,Harda,2025-06,147.0,222.0,369.0
Madhya Pradesh,Harda,2025-07,102.0,116.0,218.0
Madhya Pradesh,Harda,2025-08,196.0,240.0,436.0
Madhya Pradesh,Harda,2025-09,294.0,407.0,701.0
Madhya Pradesh,Harda,2025-10,173.0,235.0,408.0
Madhya Pradesh,Harda,2025-11,247.0,309.0,556.0
Madhya Pradesh,Harda,2025-12,174.0,249.0,423.0
Madhya Pradesh,Harda *,2025-01,1398.0,5543.0,6941.0
Madhya Pradesh,Harda *,2025-02,40.0,136.0,176.0
Madhya Pradesh,Harda *,2025-03,50.0,143.0,193.0
Madhya Pradesh,Harda *,2025-04,35.0,113.0,148.0
Madhya Pradesh,Harda *,2025-05,22.0,59.0,81.0
Madhya Pradesh,Harda *,2025-06,16.0,44.0,60.0
Madhya Pradesh,Harda *,2025-07,22.0,45.0,67.0
Madhya Pradesh,Harda *,2025-08,45.0,137.0,182.0
Madhya Pradesh,Harda *,2025-09,50.0,159.0,209.0
Madhya Pradesh,Harda *,2025-10,55.0,113.0,168.0
Madhya Pradesh,Harda *,2025-11,38.0,136.0,174.0
Madhya Pradesh,Harda *,2025-12,34.0,139.0,173.0
Madhya Pradesh,Hoshangabad,2025-01,34238.0,35481.0,69719.0
Madhya Pradesh,Hoshangabad,2025-02,577.0,988.0,1565.0
Madhya Pradesh,Hoshangabad,2025-03,510.0,889.0,1399.0
Madhya Pradesh,Hoshangabad,2025-04,423.0,746.0,1169.0
Madhya Pradesh,Hoshangabad,2025-05,266.0,357.0,623.0
Madhya Pradesh,Hoshangabad,2025-06,368.0,582.0,950.0
Madhya Pradesh,Hoshangabad,2025-07,159.0,307.0,466.0
Madhya Pradesh,Hoshangabad,2025-08,560.0,903.0,1463.0
Madhya Pradesh,Hoshangabad,2025-09,646.0,991.0,1637.0
Madhya Pradesh,Hoshangabad,2025-10,282.0,406.0,688.0
Madhya Pradesh,Hoshangabad,2025-11,570.0,862.0,1432.0
Madhya Pradesh,Hoshangabad,2025-12,595.0,877.0,1472.0
Madhya Pradesh,Indore,2025-01,68920.0,71541.0,140461.0
Madhya Pradesh,Indore,2025-02,2036.0,2251.0,4287.0
Madhya Pradesh,Indore,2025-03,1992.0,2255.0,4247.0
Madhya Pradesh,Indore,2025-04,1612.0,1347.0,2959.0
Madhya Pradesh,Indore,2025-05,1414.0,1183.0,2597.0
Madhya Pradesh,Indore,2025-06,2164.0,1780.0,3944.0
Madhya Pradesh,Indore,2025-07,1326.0,965.0,2291.0
Madhya Pradesh,Indore,2025-08,1473.0,1753.0,3226.0
Madhya Pradesh,Indore,2025-09,2920.0,2718.0,5638.0
Madhya Pradesh,Indore,2025-10,1718.0,1620.0,3338.0
Madhya Pradesh,Indore,2025-11,2113.0,2151.0,4264.0
Madhya Pradesh,Indore,2025-12,1959.0,1932.0,3891.0
Madhya Pradesh,Jabalpur,2025-01,52211.0,44565.0,96776.0
Madhya Pradesh,Jabalpur,2025-02,2146.0,1861.0,4007.0
Madhya Pradesh,Jabalpur,2025-03,1929.0,1778.0,3707.0
Madhya Pradesh,Jabalpur,2025-04,1232.0,1213.0,2445.0
Madhya Pradesh,Jabalpur,2025-05,767.0,876.0,1643.0
Madhya Pradesh,Jabalpur,2025-06,1137.0,1130.0,2267.0
Madhya Pradesh,Jabalpur,2025-07,711.0,717.0,1428.0
Madhya Pradesh,Jabalpur,2025-08,1307.0,1363.0,2670.0
Madhya Pradesh,Jabalpur,2025-09,2010.0,2067.0,4077.0
Madhya Pradesh,Jabalpur,2025-10,1119.0,1039.0,2158.0
Madhya Pradesh,Jabalpur,2025-11,1568.0,1796.0,3364.0
Madhya Pradesh,Jabalpur,2025-12,1552.0,1579.0,3131.0
Madhya Pradesh,Jhabua,2025-01,38390.0,26691.0,65081.0
Madhya Pradesh,Jhabua,2025-02,807.0,660.0,1467.0
Madhya Pradesh,Jhabua,2025-03,772.0,735.0,1507.0
Madhya Pradesh,Jhabua,2025-04,272.0,252.0,524.0
Madhya Pradesh,Jhabua,2025-05,307.0,327.0,634.0
Madhya Pradesh,Jhabua,2025-06,572.0,529.0,1101.0
Madhya Pradesh,Jhabua,2025-07,191.0,198.0,389.0
Madhya Pradesh,Jhabua,2025-08,502.0,450.0,952.0
Madhya Pradesh,Jhabua,2025-09,690.0,581.0,1271.0
Madhya Pradesh,Jhabua,2025-10,402.0,393.0,795.0
Madhya Pradesh,Jhabua,2025-11,595.0,574.0,1169.0
Madhya Pradesh,Jhabua,2025-12,572.0,521.0,1093.0
Madhya Pradesh,Katni,2025-01,29177.0,30512.0,59689.0
Madhya Pradesh,Katni,2025-02,971.0,783.0,1754.0
Madhya Pradesh,Katni,2025-03,970.0,798.0,1768.0
Madhya Pradesh,Katni,2025-04,1099.0,573.0,1672.0
Madhya Pradesh,Katni,2025-05,902.0,325.0,1227.0
Madhya Pradesh,Katni,2025-06,1114.0,411.0,1525.0
Madhya Pradesh,Katni,2025-07,784.0,308.0,1092.0
Madhya Pradesh,Katni,2025-08,1107.0,546.0,1653.0
Madhya Pradesh,Katni,2025-09,1100.0,556.0,1656.0
Madhya Pradesh,Katni,2025-10,1353.0,675.0,2028.0
Madhya Pradesh,Katni,2025-11,1494.0,757.0,2251.0
Madhya Pradesh,Katni,2025-12,1322.0,647.0,1969.0
Madhya Pradesh,Khandwa,2025-01,27455.0,15546.0,43001.0
Madhya Pradesh,Khandwa,2025-02,539.0,387.0,926.0
Madhya Pradesh,Khandwa,2025-03,481.0,427.0,908.0
Madhya Pradesh,Khandwa,2025-04,158.0,152.0,310.0
Madhya Pradesh,Khandwa,2025-05,225.0,204.0,429.0
Madhya Pradesh,Khandwa,2025-06,315.0,278.0,593.0
Madhya Pradesh,Khandwa,2025-07,218.0,176.0,394.0
Madhya Pradesh,Khandwa,2025-08,330.0,323.0,653.0
Madhya Pradesh,Khandwa,2025-09,388.0,326.0,714.0
Madhya Pradesh,Khandwa,2025-10,223.0,207.0,430.0
Madhya Pradesh,Khandwa,2025-11,436.0,318.0,754.0
Madhya Pradesh,Khandwa,2025-12,396.0,279.0,675.0
Madhya Pradesh,Khargone,2025-01,65300.0,62497.0,127797.0
Madhya Pradesh,Khargone,2025-02,970.0,1542.0,2512.0
Madhya Pradesh,Khargone,2025-03,891.0,1451.0,2342.0
Madhya Pradesh,Khargone,2025-04,602.0,967.0,1569.0
Madhya Pradesh,Khargone,2025-05,349.0,643.0,992.0
Madhya Pradesh,Khargone,2025-06,742.0,1045.0,1787.0
Madhya Pradesh,Khargone,2025-07,318.0,536.0,854.0
Madhya Pradesh,Khargone,2025-08,803.0,1277.0,2080.0
Madhya Pradesh,Khargone,2025-09,875.0,1475.0,2350.0
Madhya Pradesh,Khargone,2025-10,574.0,898.0,1472.0
Madhya Pradesh,Khargone,2025-11,833.0,1240.0,2073.0
Madhya Pradesh,Khargone,2025-12,577.0,817.0,1394.0
Madhya Pradesh,Maihar,2025-01,100.0,420.0,520.0
Madhya Pradesh,Maihar,2025-02,2.0,48.0,50.0
Madhya Pradesh,Maihar,2025-03,4.0,55.0,59.0
Madhya Pradesh,Maihar,2025-04,5.0,44.0,49.0
Madhya Pradesh,Maihar,2025-05,0.0,31.0,31.0
Madhya Pradesh,Maihar,2025-06,2.0,47.0,49.0
Madhya Pradesh,Maihar,2025-07,2.0,24.0,26.0
Madhya Pradesh,Maihar,2025-08,5.0,37.0,42.0
Madhya Pradesh,Maihar,2025-09,7.0,34.0,41.0
Madhya Pradesh,Maihar,2025-10,5.0,28.0,33.0
Madhya Pradesh,Maihar,2025-11,6.0,41.0,47.0
Madhya Pradesh,Maihar,2025-12,5.0,42.0,47.0
Madhya Pradesh,Mandla,2025-01,27196.0,19623.0,46819.0
Madhya Pradesh,Mandla,2025-02,537.0,474.0,1011.0
Madhya Pradesh,Mandla,2025-03,439.0,469.0,908.0
Madhya Pradesh,Mandla,2025-04,311.0,307.0,618.0
Madhya Pradesh,Mandla,2025-05,213.0,188.0,401.0
Madhya Pradesh,Mandla,2025-06,282.0,335.0,617.0
Madhya Pradesh,Mandla,2025-07,145.0,139.0,284.0
Madhya Pradesh,Mandla,2025-08,296.0,306.0,602.0
Madhya Pradesh,Mandla,2025-09,362.0,391.0,753.0
Madhya Pradesh,Mandla,2025-10,155.0,201.0,356.0
Madhya Pradesh,Mandla,2025-11,335.0,410.0,745.0
Madhya Pradesh,Mandla,2025-12,283.0,311.0,594.0
Madhya Pradesh,Mandsaur,2025-01,36993.0,32699.0,69692.0
Madhya Pradesh,Mandsaur,2025-02,580.0,814.0,1394.0
Madhya Pradesh,Mandsaur,2025-03,519.0,757.0,1276.0
Madhya Pradesh,Mandsaur,2025-04,480.0,655.0,1135.0
Madhya Pradesh,Mandsaur,2025-05,215.0,315.0,530.0
Madhya Pradesh,Mandsaur,2025-06,357.0,476.0,833.0
Madhya Pradesh,Mandsaur,2025-07,192.0,245.0,437.0
Madhya Pradesh,Mandsaur,2025-08,354.0,595.0,949.0
Madhya Pradesh,Mandsaur,2025-09,456.0,769.0,1225.0
Madhya Pradesh,Mandsaur,2025-10,322.0,453.0,775.0
Madhya Pradesh,Mandsaur,2025-11,505.0,595.0,1100.0
Madhya Pradesh,Mandsaur,2025-12,465.0,544.0,1009.0
Madhya Pradesh,Mauganj,2025-01,40.0,195.0,235.0
Madhya Pradesh,Mauganj,2025-02,1.0,43.0,44.0
Madhya Pradesh,Mauganj,2025-03,4.0,53.0,57.0
Madhya Pradesh,Mauganj,2025-04,3.0,27.0,30.0
Madhya Pradesh,Mauganj,2025-05,3.0,23.0,26.0
Madhya Pradesh,Mauganj,2025-06,2.0,51.0,53.0
Madhya Pradesh,Mauganj,2025-07,1.0,13.0,14.0
Madhya Pradesh,Mauganj,2025-08,0.0,35.0,35.0
Madhya Pradesh,Mauganj,2025-09,0.0,26.0,26.0
Madhya Pradesh,Mauganj,2025-10,5.0,20.0,25.0
Madhya Pradesh,Mauganj,2025-11,2.0,42.0,44.0
Madhya Pradesh,Mauganj,2025-12,2.0,43.0,45.0
Madhya Pradesh,Morena,2025-01,74940.0,34545.0,109485.0
Madhya Pradesh,Morena,2025-02,1216.0,922.0,2138.0
Madhya Pradesh,Morena,2025-03,1095.0,938.0,2033.0
Madhya Pradesh,Morena,2025-04,1105.0,861.0,1966.0
Madhya Pradesh,Morena,2025-05,604.0,442.0,1046.0
Madhya Pradesh,Morena,2025-06,972.0,716.0,1688.0
Madhya Pradesh,Morena,2025-07,371.0,290.0,661.0
Madhya Pradesh,Morena,2025-08,971.0,818.0,1789.0
Madhya Pradesh,Morena,2025-09,1160.0,933.0,2093.0
Madhya Pradesh,Morena,2025-10,813.0,626.0,1439.0
Madhya Pradesh,Morena,2025-11,1084.0,905.0,1989.0
Madhya Pradesh,Morena,2025-12,914.0,765.0,1679.0
Madhya Pradesh,Narmadapuram,2025-01,1070.0,4098.0,5168.0
Madhya Pradesh,Narmadapuram,2025-02,16.0,58.0,74.0
Madhya Pradesh,Narmadapuram,2025-03,18.0,77.0,95.0
Madhya Pradesh,Narmadapuram,2025-04,17.0,81.0,98.0
Madhya Pradesh,Narmadapuram,2025-05,13.0,51.0,64.0
Madhya Pradesh,Narmadapuram,2025-06,14.0,57.0,71.0
Madhya Pradesh,Narmadapuram,2025-07,8.0,29.0,37.0
Madhya Pradesh,Narmadapuram,2025-08,13.0,64.0,77.0
Madhya Pradesh,Narmadapuram,2025-09,10.0,66.0,76.0
Madhya Pradesh,Narmadapuram,2025-10,17.0,46.0,63.0
Madhya Pradesh,Narmadapuram,2025-11,17.0,83.0,100.0
Madhya Pradesh,Narmadapuram,2025-12,22.0,84.0,106.0
Madhya Pradesh,Narsimhapur,2025-01,1417.0,4793.0,6210.0
Madhya Pradesh,Narsimhapur,2025-02,79.0,176.0,255.0
Madhya Pradesh,Narsimhapur,2025-03,71.0,140.0,211.0
Madhya Pradesh,Narsimhapur,2025-04,34.0,96.0,130.0
Madhya Pradesh,Narsimhapur,2025-05,21.0,70.0,91.0
Madhya Pradesh,Narsimhapur,2025-06,52.0,100.0,152.0
Madhya Pradesh,Narsimhapur,2025-07,21.0,61.0,82.0
Madhya Pradesh,Narsimhapur,2025-08,49.0,124.0,173.0
Madhya Pradesh,Narsimhapur,2025-09,87.0,172.0,259.0
Madhya Pradesh,Narsimhapur,2025-10,65.0,134.0,199.0
Madhya Pradesh,Narsimhapur,2025-11,79.0,134.0,213.0
Madhya Pradesh,Narsimhapur,2025-12,59.0,122.0,181.0
Madhya Pradesh,Narsinghpur,2025-01,24549.0,16853.0,41402.0
Madhya Pradesh,Narsinghpur,2025-02,853.0,446.0,1299.0
Madhya Pradesh,Narsinghpur,2025-03,766.0,439.0,1205.0
Madhya Pradesh,Narsinghpur,2025-04,365.0,336.0,701.0
Madhya Pradesh,Narsinghpur,2025-05,369.0,227.0,596.0
Madhya Pradesh,Narsinghpur,2025-06,485.0,348.0,833.0
Madhya Pradesh,Narsinghpur,2025-07,301.0,209.0,510.0
Madhya Pradesh,Narsinghpur,2025-08,580.0,369.0,949.0
Madhya Pradesh,Narsinghpur,2025-09,795.0,450.0,1245.0
Madhya Pradesh,Narsinghpur,2025-10,536.0,334.0,870.0
Madhya Pradesh,Narsinghpur,2025-11,677.0,461.0,1138.0
Madhya Pradesh,Narsinghpur,2025-12,628.0,324.0,952.0
Madhya Pradesh,Neemuch,2025-01,25931.0,15775.0,41706.0
Madhya Pradesh,Neemuch,2025-02,504.0,403.0,907.0
Madhya Pradesh,Neemuch,2025-03,447.0,352.0,799.0
Madhya Pradesh,Neemuch,2025-04,387.0,315.0,702.0
Madhya Pradesh,Neemuch,2025-05,226.0,161.0,387.0
Madhya Pradesh,Neemuch,2025-06,397.0,248.0,645.0
Madhya Pradesh,Neemuch,2025-07,212.0,137.0,349.0
Madhya Pradesh,Neemuch,2025-08,441.0,365.0,806.0
Madhya Pradesh,Neemuch,2025-09,445.0,319.0,764.0
Madhya Pradesh,Neemuch,2025-10,362.0,258.0,620.0
Madhya Pradesh,Neemuch,2025-11,434.0,280.0,714.0
Madhya Pradesh,Neemuch,2025-12,490.0,321.0,811.0
Madhya Pradesh,Niwari,2025-01,914.0,853.0,1767.0
Madhya Pradesh,Niwari,2025-02,18.0,16.0,34.0
Madhya Pradesh,Niwari,2025-03,9.0,13.0,22.0
Madhya Pradesh,Niwari,2025-04,9.0,11.0,20.0
Madhya Pradesh,Niwari,2025-05,18.0,8.0,26.0
Madhya Pradesh,Niwari,2025-06,13.0,13.0,26.0
Madhya Pradesh,Niwari,2025-07,5.0,3.0,8.0
Madhya Pradesh,Niwari,2025-08,13.0,14.0,27.0
Madhya Pradesh,Niwari,2025-09,29.0,14.0,43.0
Madhya Pradesh,Niwari,2025-10,9.0,6.0,15.0
Madhya Pradesh,Niwari,2025-11,10.0,19.0,29.0
Madhya Pradesh,Niwari,2025-12,17.0,16.0,33.0
Madhya Pradesh,Pandhurna,2025-01,24.0,84.0,108.0
Madhya Pradesh,Pandhurna,2025-02,7.0,17.0,24.0
Madhya Pradesh,Pandhurna,2025-03,3.0,16.0,19.0
Madhya Pradesh,Pandhurna,2025-04,2.0,10.0,12.0
Madhya Pradesh,Pandhurna,2025-05,3.0,6.0,9.0
Madhya Pradesh,Pandhurna,2025-06,1.0,5.0,6.0
Madhya Pradesh,Pandhurna,2025-07,0.0,10.0,10.0
Madhya Pradesh,Pandhurna,2025-08,4.0,12.0,16.0
Madhya Pradesh,Pandhurna,2025-09,1.0,9.0,10.0
Madhya Pradesh,Pandhurna,2025-10,0.0,10.0,10.0
Madhya Pradesh,Pandhurna,2025-11,2.0,12.0,14.0
Madhya Pradesh,Pandhurna,2025-12,1.0,12.0,13.0
Madhya Pradesh,Panna,2025-01,43455.0,31930.0,75385.0
Madhya Pradesh,Panna,2025-02,727.0,808.0,1535.0
Madhya Pradesh,Panna,2025-03,691.0,777.0,1468.0
Madhya Pradesh,Panna,2025-04,384.0,512.0,896.0
Madhya Pradesh,Panna,2025-05,257.0,307.0,564.0
Madhya Pradesh,Panna,2025-06,468.0,545.0,1013.0
Madhya Pradesh,Panna,2025-07,185.0,250.0,435.0
Madhya Pradesh,Panna,2025-08,612.0,660.0,1272.0
Madhya Pradesh,Panna,2025-09,514.0,668.0,1182.0
Madhya Pradesh,Panna,2025-10,346.0,436.0,782.0
Madhya Pradesh,Panna,2025-11,437.0,571.0,1008.0
Madhya Pradesh,Panna,2025-12,439.0,561.0,1000.0
Madhya Pradesh,Raisen,2025-01,53199.0,31404.0,84603.0
Madhya Pradesh,Raisen,2025-02,901.0,957.0,1858.0
Madhya Pradesh,Raisen,2025-03,716.0,864.0,1580.0
Madhya Pradesh,Raisen,2025-04,610.0,769.0,1379.0
Madhya Pradesh,Raisen,2025-05,335.0,521.0,856.0
Madhya Pradesh,Raisen,2025-06,444.0,516.0,960.0
Madhya Pradesh,Raisen,2025-07,249.0,382.0,631.0
Madhya Pradesh,Raisen,2025-08,703.0,948.0,1651.0
Madhya Pradesh,Raisen,2025-09,879.0,1152.0,2031.0
Madhya Pradesh,Raisen,2025-10,434.0,577.0,1011.0
Madhya Pradesh,Raisen,2025-11,567.0,805.0,1372.0
Madhya Pradesh,Raisen,2025-12,675.0,871.0,1546.0
Madhya Pradesh,Rajgarh,2025-01,67606.0,60732.0,128338.0
Madhya Pradesh,Rajgarh,2025-02,856.0,1098.0,1954.0
Madhya Pradesh,Rajgarh,2025-03,838.0,1134.0,1972.0
Madhya Pradesh,Rajgarh,2025-04,736.0,1122.0,1858.0
Madhya Pradesh,Rajgarh,2025-05,450.0,577.0,1027.0
Madhya Pradesh,Rajgarh,2025-06,617.0,891.0,1508.0
Madhya Pradesh,Rajgarh,2025-07,295.0,440.0,735.0
Madhya Pradesh,Rajgarh,2025-08,723.0,1047.0,1770.0
Madhya Pradesh,Rajgarh,2025-09,731.0,1086.0,1817.0
Madhya Pradesh,Rajgarh,2025-10,543.0,652.0,1195.0
Madhya Pradesh,Rajgarh,2025-11,835.0,1107.0,1942.0
Madhya Pradesh,Rajgarh,2025-12,666.0,1007.0,1673.0
Madhya Pradesh,Ratlam,2025-01,49206.0,36746.0,85952.0
Madhya Pradesh,Ratlam,2025-02,2206.0,849.0,3055.0
Madhya Pradesh,Ratlam,2025-03,2112.0,869.0,2981.0
Madhya Pradesh,Ratlam,2025-04,1817.0,446.0,2263.0
Madhya Pradesh,Ratlam,2025-05,1793.0,409.0,2202.0
Madhya Pradesh,Ratlam,2025-06,1672.0,595.0,2267.0
Madhya Pradesh,Ratlam,2025-07,1245.0,261.0,1506.0
Madhya Pradesh,Ratlam,2025-08,1391.0,650.0,2041.0
Madhya Pradesh,Ratlam,2025-09,1523.0,794.0,2317.0
Madhya Pradesh,Ratlam,2025-10,1521.0,582.0,2103.0
Madhya Pradesh,Ratlam,2025-11,1630.0,753.0,2383.0
Madhya Pradesh,Ratlam,2025-12,1603.0,748.0,2351.0
Madhya Pradesh,Rewa,2025-01,93987.0,48072.0,142059.0
Madhya Pradesh,Rewa,2025-02,1362.0,1420.0,2782.0
Madhya Pradesh,Rewa,2025-03,1367.0,1395.0,2762.0
Madhya Pradesh,Rewa,2025-04,1052.0,1100.0,2152.0
Madhya Pradesh,Rewa,2025-05,609.0,725.0,1334.0
Madhya Pradesh,Rewa,2025-06,1213.0,1285.0,2498.0
Madhya Pradesh,Rewa,2025-07,435.0,540.0,975.0
Madhya Pradesh,Rewa,2025-08,1063.0,1073.0,2136.0
Madhya Pradesh,Rewa,2025-09,1285.0,1313.0,2598.0
Madhya Pradesh,Rewa,2025-10,702.0,782.0,1484.0
Madhya Pradesh,Rewa,2025-11,1133.0,1208.0,2341.0
Madhya Pradesh,Rewa,2025-12,1121.0,1156.0,2277.0
Madhya Pradesh,Sagar,2025-01,87195.0,55269.0,142464.0
Madhya Pradesh,Sagar,2025-02,1598.0,1425.0,3023.0
Madhya Pradesh,Sagar,2025-03,1424.0,1359.0,2783.0
Madhya Pradesh,Sagar,2025-04,938.0,989.0,1927.0
Madhya Pradesh,Sagar,2025-05,735.0,707.0,1442.0
Madhya Pradesh,Sagar,2025-06,1056.0,889.0,1945.0
Madhya Pradesh,Sagar,2025-07,539.0,544.0,1083.0
Madhya Pradesh,Sagar,2025-08,989.0,1119.0,2108.0
Madhya Pradesh,Sagar,2025-09,1226.0,1335.0,2561.0
Madhya Pradesh,Sagar,2025-10,1087.0,955.0,2042.0
Madhya Pradesh,Sagar,2025-11,1311.0,1280.0,2591.0
Madhya Pradesh,Sagar,2025-12,1267.0,1120.0,2387.0
Madhya Pradesh,Satna,2025-01,67852.0,47573.0,115425.0
Madhya Pradesh,Satna,2025-02,1519.0,1612.0,3131.0
Madhya Pradesh,Satna,2025-03,1494.0,1570.0,3064.0
Madhya Pradesh,Satna,2025-04,991.0,967.0,1958.0
Madhya Pradesh,Satna,2025-05,853.0,671.0,1524.0
Madhya Pradesh,Satna,2025-06,1434.0,1182.0,2616.0
Madhya Pradesh,Satna,2025-07,700.0,662.0,1362.0
Madhya Pradesh,Satna,2025-08,1177.0,1289.0,2466.0
Madhya Pradesh,Satna,2025-09,1575.0,1427.0,3002.0
Madhya Pradesh,Satna,2025-10,943.0,928.0,1871.0
Madhya Pradesh,Satna,2025-11,1418.0,1376.0,2794.0
Madhya Pradesh,Satna,2025-12,1345.0,1269.0,2614.0
Madhya Pradesh,Sehore,2025-01,41449.0,46429.0,87878.0
Madhya Pradesh,Sehore,2025-02,771.0,855.0,1626.0
Madhya Pradesh,Sehore,2025-03,758.0,960.0,1718.0
Madhya Pradesh,Sehore,2025-04,547.0,694.0,1241.0
Madhya Pradesh,Sehore,2025-05,336.0,447.0,783.0
Madhya Pradesh,Sehore,2025-06,453.0,603.0,1056.0
Madhya Pradesh,Sehore,2025-07,315.0,380.0,695.0
Madhya Pradesh,Sehore,2025-08,498.0,763.0,1261.0
Madhya Pradesh,Sehore,2025-09,549.0,825.0,1374.0
Madhya Pradesh,Sehore,2025-10,417.0,509.0,926.0
Madhya Pradesh,Sehore,2025-11,557.0,852.0,1409.0
Madhya Pradesh,Sehore,2025-12,584.0,844.0,1428.0
Madhya Pradesh,Seoni,2025-01,35155.0,27696.0,62851.0
Madhya Pradesh,Seoni,2025-02,651.0,686.0,1337.0
Madhya Pradesh,Seoni,2025-03,544.0,628.0,1172.0
Madhya Pradesh,Seoni,2025-04,346.0,370.0,716.0
Madhya Pradesh,Seoni,2025-05,280.0,324.0,604.0
Madhya Pradesh,Seoni,2025-06,361.0,427.0,788.0
Madhya Pradesh,Seoni,2025-07,221.0,268.0,489.0
Madhya Pradesh,Seoni,2025-08,430.0,577.0,1007.0
Madhya Pradesh,Seoni,2025-09,611.0,771.0,1382.0
Madhya Pradesh,Seoni,2025-10,362.0,405.0,767.0
Madhya Pradesh,Seoni,2025-11,506.0,620.0,1126.0
Madhya Pradesh,Seoni,2025-12,475.0,568.0,1043.0
Madhya Pradesh,Shahdol,2025-01,32902.0,33727.0,66629.0
Madhya Pradesh,Shahdol,2025-02,894.0,816.0,1710.0
Madhya Pradesh,Shahdol,2025-03,816.0,854.0,1670.0
Madhya Pradesh,Shahdol,2025-04,344.0,474.0,818.0
Madhya Pradesh,Shahdol,2025-05,341.0,402.0,743.0
Madhya Pradesh,Shahdol,2025-06,757.0,755.0,1512.0
Madhya Pradesh,Shahdol,2025-07,307.0,293.0,600.0
Madhya Pradesh,Shahdol,2025-08,613.0,836.0,1449.0
