Date,State,District,Enrolments,Updates,Child_Enrolments,Is_Anomaly,Forecast
2025-04-10,Uttar Pradesh,Kanpur Nagar,301,730,51,No,331
2025-04-11,Uttar Pradesh,Kanpur Nagar,464,1033,144,No,510
2025-04-12,Uttar Pradesh,Kanpur Nagar,78,166,25,No,85
2025-04-13,Uttar Pradesh,Kanpur Nagar,27,35,4,No,29
2025-04-14,Uttar Pradesh,Kanpur Nagar,357,763,88,No,392
2025-04-15,Uttar Pradesh,Kanpur Nagar,542,942,100,No,596
2025-04-16,Uttar Pradesh,Kanpur Nagar,214,390,52,No,235
2025-04-17,Uttar Pradesh,Kanpur Nagar,547,1130,118,No,601
2025-04-18,Uttar Pradesh,Kanpur Nagar,153,261,26,No,168
2025-04-19,Uttar Pradesh,Kanpur Nagar,88,200,14,Yes,96
2025-04-20,Uttar Pradesh,Kanpur Nagar,82,121,16,No,90
2025-04-21,Uttar Pradesh,Kanpur Nagar,536,897,128,No,589
2025-04-22,Uttar Pradesh,Kanpur Nagar,236,295,37,No,259
2025-04-23,Uttar Pradesh,Kanpur Nagar,185,433,55,No,203
2025-04-24,Uttar Pradesh,Kanpur Nagar,336,713,91,No,369
2025-04-25,Uttar Pradesh,Kanpur Nagar,527,847,151,No,579
2025-04-26,Uttar Pradesh,Kanpur Nagar,20,39,4,No,22
2025-04-27,Uttar Pradesh,Kanpur Nagar,94,194,21,No,103
2025-04-28,Uttar Pradesh,Kanpur Nagar,479,739,164,No,526
2025-04-29,Uttar Pradesh,Kanpur Nagar,363,693,94,No,399
2025-04-30,Uttar Pradesh,Kanpur Nagar,495,1040,152,No,544
2025-05-01,Uttar Pradesh,Kanpur Nagar,493,845,157,No,542
2025-05-02,Uttar Pradesh,Kanpur Nagar,407,993,125,No,447
2025-05-03,Uttar Pradesh,Kanpur Nagar,66,157,18,No,72
2025-05-04,Uttar Pradesh,Kanpur Nagar,46,88,6,No,50
2025-05-05,Uttar Pradesh,Kanpur Nagar,450,978,134,No,495
2025-05-06,Uttar Pradesh,Kanpur Nagar,346,537,114,No,380
2025-05-07,Uttar Pradesh,Kanpur Nagar,365,623,110,No,401
2025-05-08,Uttar Pradesh,Kanpur Nagar,329,633,76,No,361
2025-05-09,Uttar Pradesh,Kanpur Nagar,295,598,83,No,324
2025-05-10,Uttar Pradesh,Kanpur Nagar,38,82,11,No,41
2025-05-11,Uttar Pradesh,Kanpur Nagar,96,127,15,No,105
2025-05-12,Uttar Pradesh,Kanpur Nagar,407,598,125,No,447
2025-05-13,Uttar Pradesh,Kanpur Nagar,589,1083,156,No,647
2025-05-14,Uttar Pradesh,Kanpur Nagar,316,631,78,No,347
2025-05-15,Uttar Pradesh,Kanpur Nagar,233,411,37,No,256
2025-05-16,Uttar Pradesh,Kanpur Nagar,535,1009,84,No,588
2025-05-17,Uttar Pradesh,Kanpur Nagar,33,71,8,No,36
2025-05-18,Uttar Pradesh,Kanpur Nagar,93,231,20,No,102
2025-05-19,Uttar Pradesh,Kanpur Nagar,276,383,66,No,303
2025-05-20,Uttar Pradesh,Kanpur Nagar,345,783,87,No,379
2025-05-21,Uttar Pradesh,Kanpur Nagar,489,809,142,No,537
2025-05-22,Uttar Pradesh,Kanpur Nagar,373,724,128,No,410
2025-05-23,Uttar Pradesh,Kanpur Nagar,214,305,67,No,235
2025-05-24,Uttar Pradesh,Kanpur Nagar,75,151,25,No,82
2025-05-25,Uttar Pradesh,Kanpur Nagar,35,50,8,No,38
2025-05-26,Uttar Pradesh,Kanpur Nagar,225,376,35,No,247
2025-05-27,Uttar Pradesh,Kanpur Nagar,353,685,66,No,388
2025-05-28,Uttar Pradesh,Kanpur Nagar,265,454,57,No,291
2025-05-29,Uttar Pradesh,Kanpur Nagar,163,352,44,No,179
2025-05-30,Uttar Pradesh,Kanpur Nagar,405,657,120,No,445
2025-05-31,Uttar Pradesh,Kanpur Nagar,98,183,30,No,107
2025-06-01,Uttar Pradesh,Kanpur Nagar,73,124,13,No,80
2025-06-02,Uttar Pradesh,Kanpur Nagar,250,502,43,No,275
2025-06-03,Uttar Pradesh,Kanpur Nagar,324,625,90,No,356
2025-06-04,Uttar Pradesh,Kanpur Nagar,467,911,108,No,513
2025-06-05,Uttar Pradesh,Kanpur Nagar,491,660,143,No,540
2025-06-06,Uttar Pradesh,Kanpur Nagar,210,475,47,No,231
2025-06-07,Uttar Pradesh,Kanpur Nagar,69,113,21,No,75
2025-06-08,Uttar Pradesh,Kanpur Nagar,21,31,6,No,23
2025-06-09,Uttar Pradesh,Kanpur Nagar,279,581,72,No,306
2025-06-10,Uttar Pradesh,Kanpur Nagar,552,1342,93,No,607
2025-06-11,Uttar Pradesh,Kanpur Nagar,191,419,31,No,210
2025-06-12,Uttar Pradesh,Kanpur Nagar,183,434,53,No,201
2025-06-13,Uttar Pradesh,Kanpur Nagar,192,274,50,Yes,211
2025-06-14,Uttar Pradesh,Kanpur Nagar,54,99,14,No,59
2025-06-15,Uttar Pradesh,Kanpur Nagar,86,115,15,No,94
2025-06-16,Uttar Pradesh,Kanpur Nagar,452,718,128,No,497
2025-06-17,Uttar Pradesh,Kanpur Nagar,230,358,72,No,253
2025-06-18,Uttar Pradesh,Kanpur Nagar,228,462,58,No,250
2025-06-19,Uttar Pradesh,Kanpur Nagar,450,609,150,No,495
2025-06-20,Uttar Pradesh,Kanpur Nagar,276,632,51,No,303
2025-06-21,Uttar Pradesh,Kanpur Nagar,80,183,23,No,88
2025-06-22,Uttar Pradesh,Kanpur Nagar,37,84,7,No,40
2025-06-23,Uttar Pradesh,Kanpur Nagar,352,701,114,No,387
2025-06-24,Uttar Pradesh,Kanpur Nagar,394,818,117,No,433
2025-06-25,Uttar Pradesh,Kanpur Nagar,583,1067,142,No,641
2025-06-26,Uttar Pradesh,Kanpur Nagar,461,1151,74,No,507
2025-06-27,Uttar Pradesh,Kanpur Nagar,424,981,68,No,466
2025-06-28,Uttar Pradesh,Kanpur Nagar,30,52,5,No,33
2025-06-29,Uttar Pradesh,Kanpur Nagar,27,63,5,No,29
2025-06-30,Uttar Pradesh,Kanpur Nagar,323,802,102,No,355
2025-07-01,Uttar Pradesh,Kanpur Nagar,187,389,53,No,205
2025-07-02,Uttar Pradesh,Kanpur Nagar,293,458,61,No,322
2025-07-03,Uttar Pradesh,Kanpur Nagar,320,524,83,No,352
2025-07-04,Uttar Pradesh,Kanpur Nagar,409,1021,118,No,449
2025-07-05,Uttar Pradesh,Kanpur Nagar,45,73,12,No,49
2025-07-06,Uttar Pradesh,Kanpur Nagar,47,77,7,No,51
2025-07-07,Uttar Pradesh,Kanpur Nagar,217,328,74,No,238
2025-07-08,Uttar Pradesh,Kanpur Nagar,427,739,108,No,469
2025-07-09,Uttar Pradesh,Kanpur Nagar,175,346,44,No,192
2025-07-10,Uttar Pradesh,Kanpur Nagar,179,391,50,No,196
2025-07-11,Uttar Pradesh,Kanpur Nagar,341,672,59,No,375
2025-07-12,Uttar Pradesh,Kanpur Nagar,41,93,8,No,45
2025-07-13,Uttar Pradesh,Kanpur Nagar,36,85,10,No,39
2025-07-14,Uttar Pradesh,Kanpur Nagar,379,806,109,No,416
2025-07-15,Uttar Pradesh,Kanpur Nagar,382,933,113,No,420
2025-07-16,Uttar Pradesh,Kanpur Nagar,180,231,50,No,198
2025-07-17,Uttar Pradesh,Kanpur Nagar,200,409,50,No,220
2025-07-18,Uttar Pradesh,Kanpur Nagar,323,706,106,No,355
2025-07-19,Uttar Pradesh,Kanpur Nagar,72,88,18,No,79
2025-07-20,Uttar Pradesh,Kanpur Nagar,78,182,21,No,85
2025-07-21,Uttar Pradesh,Kanpur Nagar,566,1175,127,No,622
2025-07-22,Uttar Pradesh,Kanpur Nagar,518,1294,99,No,569
2025-07-23,Uttar Pradesh,Kanpur Nagar,336,680,108,No,369
2025-07-24,Uttar Pradesh,Kanpur Nagar,323,506,92,No,355
2025-07-25,Uttar Pradesh,Kanpur Nagar,446,962,86,No,490
2025-07-26,Uttar Pradesh,Kanpur Nagar,80,116,22,No,88
2025-07-27,Uttar Pradesh,Kanpur Nagar,96,173,28,No,105
2025-07-28,Uttar Pradesh,Kanpur Nagar,160,233,41,No,176
2025-07-29,Uttar Pradesh,Kanpur Nagar,399,990,80,No,438
2025-07-30,Uttar Pradesh,Kanpur Nagar,430,802,145,No,473
2025-07-31,Uttar Pradesh,Kanpur Nagar,444,650,84,No,488
2025-08-01,Uttar Pradesh,Kanpur Nagar,578,1252,156,No,635
2025-08-02,Uttar Pradesh,Kanpur Nagar,67,112,20,No,73
2025-08-03,Uttar Pradesh,Kanpur Nagar,61,137,13,No,67
2025-08-04,Uttar Pradesh,Kanpur Nagar,155,263,26,No,170
2025-08-05,Uttar Pradesh,Kanpur Nagar,554,1281,86,No,609
2025-08-06,Uttar Pradesh,Kanpur Nagar,221,443,72,No,243
2025-08-07,Uttar Pradesh,Kanpur Nagar,268,428,43,No,294
2025-08-08,Uttar Pradesh,Kanpur Nagar,200,328,50,No,220
2025-08-09,Uttar Pradesh,Kanpur Nagar,68,112,13,No,74
2025-08-10,Uttar Pradesh,Kanpur Nagar,66,118,23,No,72
2025-08-11,Uttar Pradesh,Kanpur Nagar,588,1388,124,No,646
2025-08-12,Uttar Pradesh,Kanpur Nagar,460,984,148,No,506
2025-08-13,Uttar Pradesh,Kanpur Nagar,538,1328,145,No,591
2025-08-14,Uttar Pradesh,Kanpur Nagar,228,311,72,No,250
2025-08-15,Uttar Pradesh,Kanpur Nagar,342,507,101,No,376
2025-08-16,Uttar Pradesh,Kanpur Nagar,48,110,9,No,52
2025-08-17,Uttar Pradesh,Kanpur Nagar,24,52,7,No,26
2025-08-18,Uttar Pradesh,Kanpur Nagar,551,972,94,No,606
2025-08-19,Uttar Pradesh,Kanpur Nagar,409,991,61,No,449
2025-08-20,Uttar Pradesh,Kanpur Nagar,186,437,46,No,204
2025-08-21,Uttar Pradesh,Kanpur Nagar,170,277,39,No,187
2025-08-22,Uttar Pradesh,Kanpur Nagar,378,534,74,No,415
2025-08-23,Uttar Pradesh,Kanpur Nagar,36,76,8,No,39
2025-08-24,Uttar Pradesh,Kanpur Nagar,95,221,15,No,104
2025-08-25,Uttar Pradesh,Kanpur Nagar,230,390,77,No,253
2025-08-26,Uttar Pradesh,Kanpur Nagar,215,475,40,No,236
2025-08-27,Uttar Pradesh,Kanpur Nagar,508,1072,169,No,558
2025-08-28,Uttar Pradesh,Kanpur Nagar,266,532,54,No,292
2025-08-29,Uttar Pradesh,Kanpur Nagar,228,544,51,No,250
2025-08-30,Uttar Pradesh,Kanpur Nagar,30,60,6,No,33
2025-08-31,Uttar Pradesh,Kanpur Nagar,83,164,24,No,91
2025-09-01,Uttar Pradesh,Kanpur Nagar,309,404,87,No,339
2025-09-02,Uttar Pradesh,Kanpur Nagar,559,996,156,No,614
2025-09-03,Uttar Pradesh,Kanpur Nagar,477,667,88,No,524
2025-09-04,Uttar Pradesh,Kanpur Nagar,238,506,44,No,261
2025-09-05,Uttar Pradesh,Kanpur Nagar,533,640,89,No,586
2025-09-06,Uttar Pradesh,Kanpur Nagar,30,58,8,No,33
2025-09-07,Uttar Pradesh,Kanpur Nagar,64,125,13,No,70
2025-09-08,Uttar Pradesh,Kanpur Nagar,313,661,95,No,344
2025-09-09,Uttar Pradesh,Kanpur Nagar,512,1110,115,No,563
2025-09-10,Uttar Pradesh,Kanpur Nagar,336,762,72,No,369
2025-09-11,Uttar Pradesh,Kanpur Nagar,291,715,75,No,320
2025-09-12,Uttar Pradesh,Kanpur Nagar,501,767,132,No,551
2025-09-13,Uttar Pradesh,Kanpur Nagar,49,68,12,No,53
2025-09-14,Uttar Pradesh,Kanpur Nagar,97,171,21,No,106
2025-09-15,Uttar Pradesh,Kanpur Nagar,477,715,124,No,524
2025-09-16,Uttar Pradesh,Kanpur Nagar,430,896,68,No,473
2025-09-17,Uttar Pradesh,Kanpur Nagar,377,744,131,No,414
2025-09-18,Uttar Pradesh,Kanpur Nagar,561,1358,125,No,617
2025-09-19,Uttar Pradesh,Kanpur Nagar,488,1012,73,No,536
2025-09-20,Uttar Pradesh,Kanpur Nagar,80,178,17,No,88
2025-09-21,Uttar Pradesh,Kanpur Nagar,78,191,14,No,85
2025-09-22,Uttar Pradesh,Kanpur Nagar,407,642,110,No,447
2025-09-23,Uttar Pradesh,Kanpur Nagar,362,754,86,No,398
2025-09-24,Uttar Pradesh,Kanpur Nagar,310,644,78,No,341
2025-09-25,Uttar Pradesh,Kanpur Nagar,578,1121,90,No,635
2025-09-26,Uttar Pradesh,Kanpur Nagar,264,560,57,No,290
2025-09-27,Uttar Pradesh,Kanpur Nagar,75,127,22,No,82
2025-09-28,Uttar Pradesh,Kanpur Nagar,60,135,12,No,66
2025-09-29,Uttar Pradesh,Kanpur Nagar,218,468,44,No,239
2025-09-30,Uttar Pradesh,Kanpur Nagar,262,627,60,No,288
2025-10-01,Uttar Pradesh,Kanpur Nagar,481,626,114,No,529
2025-10-02,Uttar Pradesh,Kanpur Nagar,312,535,68,No,343
2025-10-03,Uttar Pradesh,Kanpur Nagar,257,633,82,No,282
2025-10-04,Uttar Pradesh,Kanpur Nagar,88,125,18,No,96
2025-10-05,Uttar Pradesh,Kanpur Nagar,90,172,30,No,99
2025-10-06,Uttar Pradesh,Kanpur Nagar,412,817,110,No,453
2025-10-07,Uttar Pradesh,Kanpur Nagar,575,930,189,No,632
2025-10-08,Uttar Pradesh,Kanpur Nagar,539,1031,125,No,592
2025-10-09,Uttar Pradesh,Kanpur Nagar,239,536,43,No,262
2025-10-10,Uttar Pradesh,Kanpur Nagar,194,380,52,No,213
2025-10-11,Uttar Pradesh,Kanpur Nagar,61,111,14,No,67
2025-10-12,Uttar Pradesh,Kanpur Nagar,68,127,16,No,74
2025-10-13,Uttar Pradesh,Kanpur Nagar,429,701,148,No,471
2025-10-14,Uttar Pradesh,Kanpur Nagar,446,949,141,No,490
2025-10-15,Uttar Pradesh,Kanpur Nagar,493,1091,164,No,542
2025-10-16,Uttar Pradesh,Kanpur Nagar,248,422,56,No,272
2025-10-17,Uttar Pradesh,Kanpur Nagar,531,958,179,No,584
2025-10-18,Uttar Pradesh,Kanpur Nagar,25,61,8,No,27
2025-10-19,Uttar Pradesh,Kanpur Nagar,59,122,11,No,64
2025-10-20,Uttar Pradesh,Kanpur Nagar,315,463,92,No,346
2025-10-21,Uttar Pradesh,Kanpur Nagar,232,565,46,No,255
2025-10-22,Uttar Pradesh,Kanpur Nagar,239,294,63,No,262
2025-10-23,Uttar Pradesh,Kanpur Nagar,481,786,86,No,529
2025-10-24,Uttar Pradesh,Kanpur Nagar,178,283,45,No,195
2025-10-25,Uttar Pradesh,Kanpur Nagar,42,77,12,No,46
2025-10-26,Uttar Pradesh,Kanpur Nagar,44,86,8,No,48
2025-10-27,Uttar Pradesh,Kanpur Nagar,254,507,58,No,279
2025-10-28,Uttar Pradesh,Kanpur Nagar,288,681,91,No,316
2025-10-29,Uttar Pradesh,Kanpur Nagar,585,902,172,No,643
2025-10-30,Uttar Pradesh,Kanpur Nagar,264,380,88,No,290
2025-10-31,Uttar Pradesh,Kanpur Nagar,327,535,69,No,359
2025-11-01,Uttar Pradesh,Kanpur Nagar,55,83,13,No,60
2025-11-02,Uttar Pradesh,Kanpur Nagar,95,232,26,No,104
2025-11-03,Uttar Pradesh,Kanpur Nagar,377,497,125,No,414
2025-11-04,Uttar Pradesh,Kanpur Nagar,558,956,123,No,613
2025-11-05,Uttar Pradesh,Kanpur Nagar,439,975,102,No,482
2025-11-06,Uttar Pradesh,Kanpur Nagar,234,467,51,No,257
2025-11-07,Uttar Pradesh,Kanpur Nagar,259,627,79,No,284
2025-11-08,Uttar Pradesh,Kanpur Nagar,87,202,19,No,95
2025-11-09,Uttar Pradesh,Kanpur Nagar,90,117,28,No,99
2025-11-10,Uttar Pradesh,Kanpur Nagar,593,944,153,No,652
2025-11-11,Uttar Pradesh,Kanpur Nagar,415,700,68,No,456
2025-11-12,Uttar Pradesh,Kanpur Nagar,449,766,98,No,493
2025-11-13,Uttar Pradesh,Kanpur Nagar,507,915,115,No,557
2025-11-14,Uttar Pradesh,Kanpur Nagar,414,646,130,No,455
2025-11-15,Uttar Pradesh,Kanpur Nagar,25,32,4,No,27
2025-11-16,Uttar Pradesh,Kanpur Nagar,36,61,11,No,39
2025-11-17,Uttar Pradesh,Kanpur Nagar,538,774,84,No,591
2025-11-18,Uttar Pradesh,Kanpur Nagar,392,797,107,No,431
2025-11-19,Uttar Pradesh,Kanpur Nagar,566,1121,112,No,622
2025-11-20,Uttar Pradesh,Kanpur Nagar,237,590,53,No,260
2025-11-21,Uttar Pradesh,Kanpur Nagar,302,432,84,No,332
2025-11-22,Uttar Pradesh,Kanpur Nagar,69,130,16,No,75
2025-11-23,Uttar Pradesh,Kanpur Nagar,97,221,15,No,106
2025-11-24,Uttar Pradesh,Kanpur Nagar,215,477,58,No,236
2025-11-25,Uttar Pradesh,Kanpur Nagar,553,1280,85,No,608
2025-11-26,Uttar Pradesh,Kanpur Nagar,592,1330,190,No,651
2025-11-27,Uttar Pradesh,Kanpur Nagar,160,284,36,No,176
2025-11-28,Uttar Pradesh,Kanpur Nagar,332,576,106,No,365
2025-11-29,Uttar Pradesh,Kanpur Nagar,76,156,16,No,83
2025-11-30,Uttar Pradesh,Kanpur Nagar,59,124,13,No,64
2025-12-01,Uttar Pradesh,Kanpur Nagar,488,890,136,No,536
2025-12-02,Uttar Pradesh,Kanpur Nagar,248,491,37,No,272
2025-12-03,Uttar Pradesh,Kanpur Nagar,347,847,117,No,381
2025-12-04,Uttar Pradesh,Kanpur Nagar,234,583,37,No,257
2025-12-05,Uttar Pradesh,Kanpur Nagar,580,1111,183,No,638
2025-12-06,Uttar Pradesh,Kanpur Nagar,44,62,10,No,48
2025-12-07,Uttar Pradesh,Kanpur Nagar,78,174,14,No,85
2025-12-08,Uttar Pradesh,Kanpur Nagar,458,747,157,No,503
2025-12-09,Uttar Pradesh,Kanpur Nagar,264,396,58,No,290
2025-12-10,Uttar Pradesh,Kanpur Nagar,249,374,60,No,273
2025-12-11,Uttar Pradesh,Kanpur Nagar,228,331,68,No,250
2025-12-12,Uttar Pradesh,Kanpur Nagar,512,1100,83,No,563
2025-12-13,Uttar Pradesh,Kanpur Nagar,54,122,16,No,59
2025-12-14,Uttar Pradesh,Kanpur Nagar,27,32,7,No,29
2025-12-15,Uttar Pradesh,Kanpur Nagar,500,1078,124,No,550
2025-12-16,Uttar Pradesh,Kanpur Nagar,320,430,50,No,352
2025-12-17,Uttar Pradesh,Kanpur Nagar,278,343,95,No,305
2025-12-18,Uttar Pradesh,Kanpur Nagar,279,557,95,No,306
2025-12-19,Uttar Pradesh,Kanpur Nagar,233,445,61,No,256
2025-12-20,Uttar Pradesh,Kanpur Nagar,86,106,26,No,94
2025-12-21,Uttar Pradesh,Kanpur Nagar,36,59,9,No,39
2025-12-22,Uttar Pradesh,Kanpur Nagar,359,699,112,No,394
2025-12-23,Uttar Pradesh,Kanpur Nagar,543,1356,171,No,597
2025-12-24,Uttar Pradesh,Kanpur Nagar,367,544,87,No,403
2025-12-25,Uttar Pradesh,Kanpur Nagar,564,1088,186,No,620
2025-12-26,Uttar Pradesh,Kanpur Nagar,361,577,88,No,397
2025-12-27,Uttar Pradesh,Kanpur Nagar,72,158,14,No,79
2025-12-28,Uttar Pradesh,Kanpur Nagar,66,163,16,No,72
2025-12-29,Uttar Pradesh,Kanpur Nagar,542,704,150,No,596
2025-12-30,Uttar Pradesh,Kanpur Nagar,393,853,124,No,432
2025-12-31,Uttar Pradesh,Kanpur Nagar,317,650,73,No,348
2025-01-01,Uttar Pradesh,Agra,407,821,132,No,447
2025-01-02,Uttar Pradesh,Agra,551,1301,111,No,606
2025-01-03,Uttar Pradesh,Agra,272,404,59,No,299
2025-01-04,Uttar Pradesh,Agra,47,101,11,No,51
2025-01-05,Uttar Pradesh,Agra,65,82,9,No,71
2025-01-06,Uttar Pradesh,Agra,282,530,88,No,310
2025-01-07,Uttar Pradesh,Agra,599,1408,95,No,658
2025-01-08,Uttar Pradesh,Agra,384,615,64,No,422
2025-01-09,Uttar Pradesh,Agra,391,662,106,No,430
2025-01-10,Uttar Pradesh,Agra,519,835,164,No,570
2025-01-11,Uttar Pradesh,Agra,42,99,8,No,46
2025-01-12,Uttar Pradesh,Agra,23,44,5,No,25
2025-01-13,Uttar Pradesh,Agra,444,994,122,No,488
2025-01-14,Uttar Pradesh,Agra,448,933,150,No,492
2025-01-15,Uttar Pradesh,Agra,404,681,120,No,444
2025-01-16,Uttar Pradesh,Agra,155,369,36,No,170
2025-01-17,Uttar Pradesh,Agra,493,923,97,No,542
2025-01-18,Uttar Pradesh,Agra,69,87,12,No,75
2025-01-19,Uttar Pradesh,Agra,36,47,12,No,39
2025-01-20,Uttar Pradesh,Agra,440,679,117,No,484
2025-01-21,Uttar Pradesh,Agra,402,615,118,No,442
2025-01-22,Uttar Pradesh,Agra,453,775,131,No,498
2025-01-23,Uttar Pradesh,Agra,480,1080,112,No,528
2025-01-24,Uttar Pradesh,Agra,240,562,48,No,264
2025-01-25,Uttar Pradesh,Agra,97,176,20,No,106
2025-01-26,Uttar Pradesh,Agra,22,35,7,No,24
2025-01-27,Uttar Pradesh,Agra,561,1378,128,No,617
2025-01-28,Uttar Pradesh,Agra,389,506,129,No,427
2025-01-29,Uttar Pradesh,Agra,552,772,182,No,607
2025-01-30,Uttar Pradesh,Agra,199,307,35,No,218
2025-01-31,Uttar Pradesh,Agra,485,885,125,No,533
2025-02-01,Uttar Pradesh,Agra,80,158,17,No,88
2025-02-02,Uttar Pradesh,Agra,75,157,20,No,82
2025-02-03,Uttar Pradesh,Agra,330,413,62,No,363
2025-02-04,Uttar Pradesh,Agra,279,385,70,No,306
2025-02-05,Uttar Pradesh,Agra,186,426,45,No,204
2025-02-06,Uttar Pradesh,Agra,432,1003,125,No,475
2025-02-07,Uttar Pradesh,Agra,364,471,95,No,400
2025-02-08,Uttar Pradesh,Agra,69,103,12,No,75
2025-02-09,Uttar Pradesh,Agra,88,171,15,No,96
2025-02-10,Uttar Pradesh,Agra,498,986,146,No,547
2025-02-11,Uttar Pradesh,Agra,563,895,130,No,619
2025-02-12,Uttar Pradesh,Agra,538,819,185,No,591
2025-02-13,Uttar Pradesh,Agra,531,859,128,No,584
2025-02-14,Uttar Pradesh,Agra,217,416,56,No,238
2025-02-15,Uttar Pradesh,Agra,76,167,15,No,83
2025-02-16,Uttar Pradesh,Agra,83,107,28,No,91
2025-02-17,Uttar Pradesh,Agra,526,675,162,No,578
2025-02-18,Uttar Pradesh,Agra,281,392,93,No,309
2025-02-19,Uttar Pradesh,Agra,197,302,66,No,216
2025-02-20,Uttar Pradesh,Agra,508,992,172,No,558
2025-02-21,Uttar Pradesh,Agra,264,462,67,No,290
2025-02-22,Uttar Pradesh,Agra,98,202,16,No,107
2025-02-23,Uttar Pradesh,Agra,37,78,5,No,40
2025-02-24,Uttar Pradesh,Agra,476,905,160,No,523
2025-02-25,Uttar Pradesh,Agra,245,430,78,No,269
2025-02-26,Uttar Pradesh,Agra,497,767,121,No,546
2025-02-27,Uttar Pradesh,Agra,435,978,123,No,478
2025-02-28,Uttar Pradesh,Agra,536,1248,101,No,589
2025-03-01,Uttar Pradesh,Agra,49,122,8,No,53
2025-03-02,Uttar Pradesh,Agra,34,78,5,No,37
2025-03-03,Uttar Pradesh,Agra,486,989,138,No,534
2025-03-04,Uttar Pradesh,Agra,358,450,61,No,393
2025-03-05,Uttar Pradesh,Agra,203,500,49,No,223
2025-03-06,Uttar Pradesh,Agra,506,703,137,No,556
2025-03-07,Uttar Pradesh,Agra,428,561,90,No,470
2025-03-08,Uttar Pradesh,Agra,47,73,10,No,51
2025-03-09,Uttar Pradesh,Agra,78,178,20,No,85
2025-03-10,Uttar Pradesh,Agra,524,989,183,No,576
2025-03-11,Uttar Pradesh,Agra,180,241,50,No,198
2025-03-12,Uttar Pradesh,Agra,294,693,62,No,323
2025-03-13,Uttar Pradesh,Agra,464,570,142,No,510
2025-03-14,Uttar Pradesh,Agra,404,861,106,No,444
2025-03-15,Uttar Pradesh,Agra,60,108,11,No,66
2025-03-16,Uttar Pradesh,Agra,68,86,17,No,74
2025-03-17,Uttar Pradesh,Agra,161,205,34,No,177
2025-03-18,Uttar Pradesh,Agra,310,659,101,No,341
2025-03-19,Uttar Pradesh,Agra,306,431,57,No,336
2025-03-20,Uttar Pradesh,Agra,549,941,188,No,603
2025-03-21,Uttar Pradesh,Agra,150,308,40,No,165
2025-03-22,Uttar Pradesh,Agra,53,88,15,No,58
2025-03-23,Uttar Pradesh,Agra,78,100,19,No,85
2025-03-24,Uttar Pradesh,Agra,157,313,24,No,172
2025-03-25,Uttar Pradesh,Agra,535,1325,146,No,588
2025-03-26,Uttar Pradesh,Agra,543,796,152,No,597
2025-03-27,Uttar Pradesh,Agra,283,546,78,No,311
2025-03-28,Uttar Pradesh,Agra,436,995,103,No,479
2025-03-29,Uttar Pradesh,Agra,22,39,5,No,24
2025-03-30,Uttar Pradesh,Agra,62,96,20,No,68
2025-03-31,Uttar Pradesh,Agra,359,621,102,No,394
2025-04-01,Uttar Pradesh,Agra,520,1091,140,No,572
2025-04-02,Uttar Pradesh,Agra,360,586,125,No,396
2025-04-03,Uttar Pradesh,Agra,199,494,32,No,218
2025-04-04,Uttar Pradesh,Agra,163,281,44,No,179
2025-04-05,Uttar Pradesh,Agra,29,39,9,No,31
2025-04-06,Uttar Pradesh,Agra,98,243,18,No,107
2025-04-07,Uttar Pradesh,Agra,328,417,112,No,360
2025-04-08,Uttar Pradesh,Agra,234,374,40,No,257
2025-04-09,Uttar Pradesh,Agra,184,363,54,No,202
2025-04-10,Uttar Pradesh,Agra,486,704,85,No,534
2025-04-11,Uttar Pradesh,Agra,346,804,95,No,380
2025-04-12,Uttar Pradesh,Agra,52,77,16,No,57
2025-04-13,Uttar Pradesh,Agra,59,121,18,No,64
2025-04-14,Uttar Pradesh,Agra,209,356,61,No,229
2025-04-15,Uttar Pradesh,Agra,541,1283,179,No,595
2025-04-16,Uttar Pradesh,Agra,184,440,32,No,202
2025-04-17,Uttar Pradesh,Agra,179,341,39,No,196
2025-04-18,Uttar Pradesh,Agra,406,663,89,No,446
2025-04-19,Uttar Pradesh,Agra,29,56,9,No,31
2025-04-20,Uttar Pradesh,Agra,74,165,18,No,81
2025-04-21,Uttar Pradesh,Agra,219,527,39,No,240
2025-04-22,Uttar Pradesh,Agra,368,475,111,No,404
2025-04-23,Uttar Pradesh,Agra,270,399,66,No,297
2025-04-24,Uttar Pradesh,Agra,429,1014,120,No,471
2025-04-25,Uttar Pradesh,Agra,286,548,72,No,314
2025-04-26,Uttar Pradesh,Agra,38,60,10,No,41
2025-04-27,Uttar Pradesh,Agra,64,100,12,No,70
2025-04-28,Uttar Pradesh,Agra,330,537,50,No,363
2025-04-29,Uttar Pradesh,Agra,224,400,65,No,246
2025-04-30,Uttar Pradesh,Agra,534,1306,137,No,587
2025-05-01,Uttar Pradesh,Agra,308,389,96,No,338
2025-05-02,Uttar Pradesh,Agra,501,1130,88,No,551
2025-05-03,Uttar Pradesh,Agra,62,106,18,No,68
2025-05-04,Uttar Pradesh,Agra,41,72,14,No,45
2025-05-05,Uttar Pradesh,Agra,595,1090,164,No,654
2025-05-06,Uttar Pradesh,Agra,167,268,45,No,183
2025-05-07,Uttar Pradesh,Agra,274,529,82,No,301
2025-05-08,Uttar Pradesh,Agra,257,561,52,No,282
2025-05-09,Uttar Pradesh,Agra,376,540,101,No,413
2025-05-10,Uttar Pradesh,Agra,81,169,21,No,89
2025-05-11,Uttar Pradesh,Agra,37,85,9,No,40
